# format	robotrace-shortcut-course-v1
# course_id	2013alljapan_pre
# source_file	examples/synthetic/2013alljapan_pre.json
# source_hash	fe3e7db3b0d6a406580611db0246c2fbf0cd40c935f1033c2b4551f30e6d4960
# line_width_mm	19.000000
distance_mm	line_x_mm	line_y_mm
5570	-321.733337	800
5580	-311.733337	800
5590	-301.733337	800
5600	-291.734375	800.113892
5610	-281.744629	800.555969
5620	-271.775146	801.330688
5630	-261.837036	802.437256
5640	-251.941299	803.87439
5650	-242.098969	805.640564
5660	-232.320969	807.733765
5670	-222.618164	810.151672
5680	-213.001328	812.891602
5690	-203.481155	815.9505
5700	-194.068207	819.325012
5710	-184.772949	823.011353
5720	-175.605713	827.005371
5730	-166.576675	831.302734
5740	-157.695877	835.898621
5750	-148.973175	840.787903
5760	-140.418274	845.96521
5770	-132.040665	851.424744
5780	-123.849655	857.1604
5790	-115.854355	863.165894
5800	-108.063644	869.434509
5810	-100.486176	875.95929
5820	-93.1303635	882.732971
5830	-86.0043869	889.748047
5840	-79.1161652	896.996704
5850	-72.4733429	904.470947
5860	-66.0833054	912.162354
5870	-59.9531517	920.0625
5880	-54.0896912	928.162537
5890	-48.4994392	936.453491
5900	-43.1886063	944.926147
5910	-38.1630936	953.571045
5920	-33.4284859	962.378662
5930	-28.9900398	971.339172
5940	-24.8526878	980.442688
5950	-21.0210266	989.678955
5960	-17.4993134	999.037842
5970	-14.291461	1008.50885
5980	-11.4010324	1018.08154
5990	-8.83124065	1027.74524
6000	-6.58493948	1037.48914
6010	-4.66462469	1047.30261
6020	-3.0724299	1057.17456
6030	-1.81012404	1067.09412
6040	-0.87910974	1077.05017
6050	-0.280421168	1087.03186
6060	-0.0147235319	1097.02783
6070	-0.0823119953	1107.0271
6080	-0.483111471	1117.01868
6090	-1.21667671	1126.99121
6100	-2.28219271	1136.93384
6110	-3.67847562	1146.83545
6120	-5.40397406	1156.68494
6130	-7.45677137	1166.47144
6140	-9.83458614	1176.1842
6150	-12.5347776	1185.81226
6160	-15.5543451	1195.34497
6170	-18.8899345	1204.77185
6180	-22.537838	1214.08215
6190	-26.4940052	1223.26587
6200	-30.7540398	1232.3125
6210	-35.3132095	1241.21228
6220	-40.1664467	1249.95508
6230	-45.256073	1258.56287
6240	-50.3680534	1267.15747
6250	-55.4800377	1275.75208
6260	-60.5920219	1284.3468
6270	-65.7040024	1292.94141
6280	-70.8159866	1301.53601
6290	-75.9279709	1310.13062
6300	-81.0399551	1318.72522
6310	-86.1519394	1327.31995
6320	-91.2639236	1335.91455
6330	-96.3759079	1344.50916
6340	-101.487885	1353.10376
6350	-106.599869	1361.69836
6360	-111.711853	1370.29309
6370	-116.823837	1378.8877
6380	-121.935822	1387.4823
6390	-127.047806	1396.0769
6400	-132.15979	1404.67151
6410	-137.271774	1413.26611
6420	-142.383759	1421.86084
6430	-147.495743	1430.45544
6440	-152.607727	1439.05005
6450	-157.719711	1447.64465
6460	-162.831696	1456.23926
6470	-167.943665	1464.83398
6480	-173.055649	1473.42859
6490	-178.167633	1482.02319
6500	-183.279617	1490.6178
6510	-188.391602	1499.2124
6520	-193.503586	1507.80713
6530	-198.61557	1516.40173
6540	-203.727554	1524.99634
6550	-208.839539	1533.59094
6560	-213.951523	1542.18555
6570	-219.063507	1550.78027
6580	-224.175491	1559.37488
6590	-229.287476	1567.96948
6600	-234.39946	1576.56409
6610	-239.511444	1585.15869
6620	-244.623428	1593.7533
6630	-249.735397	1602.34802
6640	-254.847382	1610.94263
6650	-259.959381	1619.53723
6660	-265.07135	1628.13184
6670	-270.18335	1636.72644
6680	-275.295319	1645.32117
6690	-280.407318	1653.91577
6700	-285.519287	1662.51038
